game_id,team_id,gold_earned,total_damage_dealt_to_champions,total_damage_taken,damage_dealt_to_turrets,wards_placed,wards_killed,vision_score,champion_mastery_level,baron_kills,dragon_kills,win
3551608175.0,100.0,0.8046374756059803,0.46541691482232517,-0.07975424714905471,-0.055305627957843884,2.036503837306869,-0.49881307269025454,1.1463303938153673,-0.40971105350600956,-0.25034756077673753,-0.428314462703518,0
3551608175.0,200.0,0.7014351349174281,-0.01352573891262819,0.3997778833863262,0.7946324855095774,1.0313333962579383,0.5761433587742064,1.3677787447812928,0.018224539377463957,-0.25034756077673753,-0.428314462703518,1
3554098287.0,100.0,-1.2077390899488398,-1.1010150037193411,-1.0060012852651015,-1.3202129102895488,-1.3699071018033957,-1.3050303962886003,-1.3560359720995927,-0.5589909114886166,-0.25034756077673753,-0.428314462703518,0
3554098287.0,200.0,-0.86103725064774,-0.8907608170740081,-1.1903692070159224,-0.6805342192494507,-1.6491211132058763,-0.6331826266233122,-1.3781808071961854,-0.8177426653251353,-0.25034756077673753,-0.428314462703518,1
3554141997.0,100.0,0.4987606586254522,0.34653865157828334,0.8585893719863462,0.47128532592014816,0.19369136205049622,0.44177380484114875,0.7034336918835158,-0.9471185422433949,-0.25034756077673753,-0.428314462703518,0
3554141997.0,200.0,1.40761821982979,0.7537218244685698,0.6190236444169258,0.9162018029588415,0.3053769666114885,0.30740425090809115,0.14981281446870165,-0.3997590629738357,-0.25034756077673753,0.8290662991043581,1
3554193949.0,100.0,-0.7624631273796248,-1.1548400755005463,-0.37352563193611793,-1.0069179940034179,-0.7556362767179381,-0.7675521805563698,-0.9352841052643338,-0.5390869304242689,-0.25034756077673753,-0.428314462703518,0
3554193949.0,200.0,0.06833643852480399,-0.30178695937723227,-1.0810420631028308,1.4857242126113368,-0.5881078698764497,0.0386651430419759,-0.3152287225597422,-0.6087508641494855,-0.25034756077673753,0.8290662991043581,1
3555333499.0,100.0,0.8762712288148348,0.7108627372791523,0.7101486774586232,0.6275139405922429,0.5845909780139692,0.5761433587742064,0.9027372077528494,0.008272548845290193,3.320366531889981,4.601208584527986,1
3555333499.0,200.0,1.1194253380676484,0.6164067265721996,0.5857103471617325,-0.9810544096709733,0.7521193848554576,-0.49881307269025454,0.9470268779460344,0.267024302681809,-0.25034756077673753,-0.428314462703518,0
